concept,ticket_id,title,type,status
Controller Lifecycle,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Controller Lifecycle,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Controller Lifecycle,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Controller Lifecycle,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Controller Lifecycle,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Built-in Controllers,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Built-in Controllers,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Built-in Controllers,T1317104,"When is the function ""UpdateDatabaseAfterUpdateSchema"" invoked",InsuffInfo,Closed
Built-in Controllers,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Built-in Controllers,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Built-in Controllers,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
Built-in Controllers,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Built-in Controllers,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Built-in Controllers,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
CRUD Controllers,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
CRUD Controllers,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
CRUD Controllers,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
CRUD Controllers,T1317104,"When is the function ""UpdateDatabaseAfterUpdateSchema"" invoked",InsuffInfo,Closed
CRUD Controllers,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
CRUD Controllers,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
CRUD Controllers,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
CRUD Controllers,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
CRUD Controllers,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
CRUD Controllers,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
List View Controllers,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
List View Controllers,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
List View Controllers,T1317104,"When is the function ""UpdateDatabaseAfterUpdateSchema"" invoked",InsuffInfo,Closed
List View Controllers,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
List View Controllers,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
List View Controllers,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
List View Controllers,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
List View Controllers,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
List View Controllers,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
List View Controllers,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
List View Controllers,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
List View Controllers,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Controller Customization,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Controller Customization,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Controller Customization,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Controller Customization,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Controller Customization,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Controller Customization,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Controller Customization,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Controller Customization,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Controller Customization,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Controller Customization,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Controller Customization,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Controller Customization,T1306062,Create a Calculated Property - useless instruction,InvalidInfo,Closed
Controller Customization,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Controller Customization,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Controller Customization,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
Controller Customization,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Controller Customization,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Controller Customization,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Controller Customization,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Tabbed MDI Interface,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Tabbed MDI Interface,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Tabbed MDI Interface,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Tabbed MDI Interface,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Tabbed MDI Interface,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Tabbed MDI Interface,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Tabbed MDI Interface,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Tabbed MDI Interface,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Tabbed MDI Interface,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Tabbed MDI Interface,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Tabbed MDI Interface,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Tabbed MDI Interface,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Tabbed MDI Interface,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
Tabbed MDI Interface,T1300308,Missing info about contradiction between Template Localization and Satellite Assemblies (Localizatio,InsuffInfo,Archived
Tabbed MDI Interface,T1296694,ModelValidationRulesNodeGenerator Class | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,InvalidInfo,Closed
Tabbed MDI Interface,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Tabbed MDI Interface,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Tabbed MDI Interface,T1285512,Supply Additional Logon Parameters article doesn't consider Middle-Tier scenario,InvalidInfo,Closed
Conditional Appearance,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Conditional Appearance,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Conditional Appearance,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Conditional Appearance,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Conditional Appearance,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
Conditional Appearance,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Conditional Appearance,T1304108,Function Criteria Operators contains string that lead to a parse exception,InvalidCode,Closed
Conditional Appearance,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Conditional Appearance,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
State Machine,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
State Machine,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
State Machine,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
State Machine,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
State Machine,T1314388,You have a new 'GitHub Examples  User Feedback' response.,UnusableFeedback,Closed
State Machine,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
State Machine,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Tenant,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Tenant,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Tenant,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Tenant,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Tenant,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Tenant,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Tenant,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Tenant,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Tenant,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Tenant,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Tenant,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Tenant,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
Tenant,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Tenant,T1285512,Supply Additional Logon Parameters article doesn't consider Middle-Tier scenario,InvalidInfo,Closed
Tenant,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Threading Issues,T1320904,TreeList - Drag information is not recalculated when the Handled property is set to true,InsuffInfo,Active
Threading Issues,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Threading Issues,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Threading Issues,T1318183,XPO Extensions for ASP.NET Core Dependency Injection | XPO (.NET ORM Library) | DevExpress Documenta,UnusableFeedback,Closed
Threading Issues,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Threading Issues,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Threading Issues,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Threading Issues,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Threading Issues,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Threading Issues,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Threading Issues,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Threading Issues,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Threading Issues,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Threading Issues,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
Threading Issues,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Threading Issues,T1285512,Supply Additional Logon Parameters article doesn't consider Middle-Tier scenario,InvalidInfo,Closed
Threading Issues,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Threading Issues,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Modules,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Modules,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Modules,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Modules,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Model Extension,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Model Extension,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Model Extension,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Model Extension,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Model Extension,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Model Extension,T1317104,"When is the function ""UpdateDatabaseAfterUpdateSchema"" invoked",InsuffInfo,Closed
Model Extension,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Model Extension,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Model Extension,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Model Extension,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Model Extension,T1314402,Missing one step of the process - Implement a Property Editor Based on a Custom Component (Blazor),InsuffInfo,Archived
Model Extension,T1314301,Detrimental information - Calculate a Property Value Based on Values from a Detail Collection,HardToUnderstand,Closed
Model Extension,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Model Extension,T1309586,Improve BlazorControlViewItem help topic,HardToUnderstand,Archived
Model Extension,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Model Extension,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Model Extension,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
Model Extension,T1305694,Create a Calculated Property | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InvalidInfo,Closed
Model Extension,T1304752,How to: Display a List View With Data From a Stored Procedure From the Navigation | XAF: Cross-Platf,InvalidCode,Closed
Model Extension,T1304108,Function Criteria Operators contains string that lead to a parse exception,InvalidCode,Closed
Model Extension,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Model Extension,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Model Extension,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Model Extension,T1296694,ModelValidationRulesNodeGenerator Class | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,InvalidInfo,Closed
Model Extension,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Model Extension,T1293448,Describe new XAF0033 warning,NewFeatureIssue,Closed
Model Extension,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Model Extension,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Model Extension,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
Model Extension,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Model Extension,T1286688,FROM PM: Add a Collapse/Expand TreeList Nodes section to the TreeList Editors Module docs,InsuffCode,Closed
Model Extension,T1285906,OAuth and Custom Authentication - a crucial aspect is not emphasized,InsuffInfo,Archived
Model Extension,T1285512,Supply Additional Logon Parameters article doesn't consider Middle-Tier scenario,InvalidInfo,Closed
Model Extension,T1282975,Typo in the code snippet - ExceptionService Class,InvalidCode,Closed
Model Extension,T1282054,IReportDataSourceHelper.BeforeShowPreview wrong info,InvalidInfo,Closed
Model Extension,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Reports,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Reports,T1315984,'Update Database Schema and Migrations in EF Core' has invalid info about Automatic Updates,InvalidInfo,Closed
Reports,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Reports,T1308267,Mistake in How to Add an Unbound Control help topic,InvalidInfo,Closed
Reports,T1306344,Unable to use the FieldListMaxExpandLevelOnSearch property in web,NonDocScenario,Closed
Reports,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Reports,T1280629,"Outdated info in the ""DxGridListEditor Class"" help topic",InvalidInfo,Closed
Legacy .NET Framework,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Legacy .NET Framework,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Legacy .NET Framework,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Legacy .NET Framework,T1310514,Obsolete information about CreateDefaultObjectSpaceProvider,InvalidInfo,Closed
Legacy .NET Framework,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
Migration,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Project Wizards,T1320766,Add a New .NET XAF Module to an XAF Application | XAF: Cross-Platform .NET App UI & Web API | DevExp,NewFeatureIssue,Active
Actions,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Actions,T1317180,How to: Perform CRUD Operations with Non-Persistent Objects | XAF: Cross-Platform .NET App UI & Web ,InsuffCode,Closed
Actions,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Actions,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Actions,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Actions,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Actions,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Mail Merge,T1319820,Mail Merge - missing crucial XAF Blazor details,InsuffInfo,Closed
Mail Merge,T1308267,Mistake in How to Add an Unbound Control help topic,InvalidInfo,Closed
Mail Merge,T1300621,'How to Add an Unbound Control' has wrong info,InvalidInfo,Closed
Mail Merge,T1289372,ModificationsCheckingMode  + new item row limitiation,InsuffInfo,Closed
Mail Merge,T1286784,"FROM PM: Add a note about Visual Studio code style settings, which lead to runtime errors",InsuffInfo,Archived
Mail Merge,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Model Nodes,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Model Nodes,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Model Nodes,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Model Nodes,T1315692,ObjectCaptionFormatAttribute Class - old info was lost,InsuffInfo,Archived
Model Nodes,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Model Nodes,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Model Nodes,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Model Nodes,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Model Editor,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Model Editor,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Model Editor,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Model Editor,T1309006,Format a Property Value | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,UnusableFeedback,Closed
Model Editor,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Model Editor,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Model Editor,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Model Differences,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Model Differences,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Model Differences,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Model Differences,T1306647,Use the Security System - missing essential DbSets,InsuffInfo,Closed
Model Differences,T1303785,View Variants (Switch Document Layouts) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Doc,UnusableFeedback,Closed
Model Differences,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Model Differences,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Model Differences,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Model Cache,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Model Cache,T1318737,How to: Choose the Optimal Query Splitting Behavior in Entity Framework Core | XAF: Cross-Platform .,UnusableFeedback,Closed
Model Cache,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
Model Cache,T1315302,Need to rewrite code in the TreeList - Flat data source help topic,InsuffCode,Closed
Model Cache,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
Model Cache,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
Model Cache,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
Model Cache,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Model Cache,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
ApplicationBuilder,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
ApplicationBuilder,T1317879,You have a new 'GitHub Examples  User Feedback' response.,PositiveFeedback,Closed
ApplicationBuilder,T1309299,Readme of the 'sequential generator' example is outdated,NewFeatureIssue,Archived
ApplicationBuilder,T1303299,Scehduler configuration docs are difficult to find,HardToFind,Archived
ApplicationBuilder,T1295602,Soft Deletion (Deferred Object Deletion) | XAF: Cross-Platform .NET App UI & Web API | DevExpress Do,InsuffCode,Closed
ApplicationBuilder,T1279094,[S 3] A missing example of using CustomCreateObjectSpaceProvider ,InsuffCode,Archived
Action Types,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Action Types,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Action Types,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Action Types,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Action Types,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Action Types,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Action Types,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Action Types,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Action Types,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Simple Action,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Simple Action,T1317092,Add and Replace Icons | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffInfo,Archived
Simple Action,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Simple Action,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Simple Action,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Simple Action,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Simple Action,T1292571,Action hidden by a Conditional Appearance Rule appears as disabled in List Views,InsuffInfo,Closed
Simple Action,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Simple Action,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Parametrized Action,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Parametrized Action,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Parametrized Action,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Parametrized Action,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Parametrized Action,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Parametrized Action,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
Parametrized Action,T1283433,[S ] Key Properties - EF Core string key property,InsuffInfo,Archived
Popup Window Show Action,T1319293,Incorrect info about Standalone Model Editor in Blazor,InvalidInfo,Closed
Popup Window Show Action,T1316089,"Incorrect code for the ""Type Properties in XPO"" help topic",InvalidCode,Closed
Popup Window Show Action,T1313736,Incorrect class name for TagBoxListPropertyEditor,InvalidInfo,Closed
Popup Window Show Action,T1311731,Custom EasyTest Commands | XAF: Cross-Platform .NET App UI & Web API | DevExpress Documentation,InsuffCode,Archived
Popup Window Show Action,T1303625,Display a Tree List using the ITreeNode Interface | XAF: Cross-Platform .NET App UI & Web API | DevE,InvalidCode,Archived
Popup Window Show Action,T1289742,Add documentation about how to use xUnit,InsuffInfo,Archived
