doc_id,section_id,is_api,platforms,connections,concepts
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportParametersObjectBase/ReportParametersObjectBase,ReportParametersObjectBase::2,True,[],25,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsControllerCore/ReportsControllerCore,ReportsControllerCore::1,True,[],27,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/CreateCustomParametersDetailView1137456,CreateCustomParametersDetailView1137456::1,True,[],17,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/QueryRootReportComponentName1138060,QueryRootReportComponentName1138060::1,True,[],13,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ReportServiceController,ReportServiceController::1,True,[],35,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/SetupBeforePrint1137458,SetupBeforePrint1137458::1,True,[],14,['Report Parameters' 'Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ShowDesigner1138047,ShowDesigner1138047::1,True,[],26,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ShowDesigner1138048,ShowDesigner1138048::1,True,[],21,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/#ctor1137570,#ctor1137570::1,True,[],15,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/AddGeneratorUpdaters1137582,AddGeneratorUpdaters1137582::1,True,[],3,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/EnableInplaceReports1137589,EnableInplaceReports1137589::1,True,[],14,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/ReportDataType1137590,ReportDataType1137590::1,True,[],31,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/ReportsDataSourceHelper1137591,ReportsDataSourceHelper1137591::1,True,[],24,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/ReportsModuleV2,ReportsModuleV2::1,True,[],22,['Reports' 'Reports V2']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/ReportStoreMode1150012,ReportStoreMode1150012::1,True,[],7,['Reports' 'Template Kit']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/ShowAdditionalNavigation1137592,ShowAdditionalNavigation1137592::1,True,[],6,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsStorage/ReportDataType1137546,ReportDataType1137546::1,True,[],17,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsStorage/ReportsStorage,ReportsStorage::1,True,[],29,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CreateNewReportHandle_1,CreateNewReportHandle_1::1,True,[],21,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportContainerHandle,GetReportContainerHandle::1,True,[],24,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/LoadReport,LoadReport::1,True,[],27,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SaveReport,SaveReport::1,True,[],11,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStoreModes/ReportStoreModes,ReportStoreModes::1,True,[],5,['Reports']
data/raw_md/apidoc/DevExpress.ExpressApp.Model/IModelClassReportsVisibility/IsVisibleInReports1133842,IsVisibleInReports1133842::1,True,[],5,['Reports']
