source_doc,source_section,source_is_api,source_concepts,target_doc,target_section,target_is_api,target_concepts,similarity,priority_score,is_cross_corpus,max_tickets,pair_type,similarity_band
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ChoiceActionItem/Caption1130057,Caption1130057::1,True,"['Action Containers' 'Action Types' 'Actions' 'Application Model'
 'Model Editor' 'Single Choice Action']",data/raw_md/articles/getting-started/in-depth-tutorial-blazor/add-actions-menu-commands/add-an-action-with-option-selection,add-an-action-with-option-selection::3,False,"['.NET Runtime' 'Actions' 'Application Model' 'Blazor'
 'Controller Lifecycle' 'Controller Types' 'Controllers' 'Model Editor'
 'View Controller' 'WinForms' 'Windows']",0.7393680214881897,2.218104064464569,True,1144,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/how-application-model-works/built-in-nodes-generators,built-in-nodes-generators::2,False,"['Action Containers' 'Action Types' 'Actions' 'Application Model'
 'Business Object' 'Controller Types' 'Controllers' 'List View'
 'Lookup View' 'Property Editors' 'Single Choice Action' 'View Items'
 'View Types' 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ModelActionContainersGenerator/ModelActionContainersGenerator,ModelActionContainersGenerator::1,True,['Action Containers' 'Actions'],0.7392811179161072,2.2178433537483215,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ModelActionContainersGenerator/ModelActionContainersGenerator,ModelActionContainersGenerator::1,True,['Action Containers' 'Actions'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/how-application-model-works/built-in-nodes-generators,built-in-nodes-generators::2,False,"['Action Containers' 'Action Types' 'Actions' 'Application Model'
 'Business Object' 'Controller Types' 'Controllers' 'List View'
 'Lookup View' 'Property Editors' 'Single Choice Action' 'View Items'
 'View Types' 'Views']",0.7392811179161072,2.2178433537483215,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/list-editors/how-to-use-a-custom-component-to-implement-list-editor-blazor,how-to-use-a-custom-component-to-implement-list-editor-blazor::11,False,['Blazor' 'Business Object' 'List View' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::5,True,"['Blazor' 'List Editors' 'List View' 'Performance Optimization'
 'Property Editor Customization' 'Property Editors' 'View Items'
 'View Types' 'Views']",0.7392737865447998,2.2178213596343994,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ListEditorAttribute/ListEditorAttribute,ListEditorAttribute::5,True,"['Blazor' 'List Editors' 'List View' 'Performance Optimization'
 'Property Editor Customization' 'Property Editors' 'View Items'
 'View Types' 'Views']",data/raw_md/articles/ui-construction/list-editors/how-to-use-a-custom-component-to-implement-list-editor-blazor,how-to-use-a-custom-component-to-implement-list-editor-blazor::11,False,['Blazor' 'Business Object' 'List View' 'View Types' 'Views'],0.7392737865447998,2.2178213596343994,True,2772,ac,0.70-0.75
data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::4,False,['List View' 'List View Data Access Modes' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.ExpressApp.Filtering/SearchClassOptionsAttribute/SearchClassOptionsAttribute,SearchClassOptionsAttribute::1,True,['Business Object' 'Criteria' 'List View' 'View Types' 'Views'],0.7392085194587708,2.2176255583763123,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Filtering/SearchClassOptionsAttribute/SearchClassOptionsAttribute,SearchClassOptionsAttribute::1,True,['Business Object' 'Criteria' 'List View' 'View Types' 'Views'],data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::4,False,['List View' 'List View Data Access Modes' 'View Types' 'Views'],0.7392085194587708,2.2176255583763123,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/IModelClassShowAutoFilterRow/DefaultListViewShowAutoFilterRow1133437,DefaultListViewShowAutoFilterRow1133437::1,True,['List View' 'View Types' 'Views'],data/raw_md/articles/filtering/in-list-view/how-to-filter-list-views-on-the-ui-specific-level,how-to-filter-list-views-on-the-ui-specific-level::8,False,['List View' 'View Types' 'Views'],0.7391692996025085,2.2175078988075256,True,2772,ac,0.70-0.75
data/raw_md/articles/filtering/in-list-view/how-to-filter-list-views-on-the-ui-specific-level,how-to-filter-list-views-on-the-ui-specific-level::8,False,['List View' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/IModelClassShowAutoFilterRow/DefaultListViewShowAutoFilterRow1133437,DefaultListViewShowAutoFilterRow1133437::1,True,['List View' 'View Types' 'Views'],0.7391692996025085,2.2175078988075256,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/Controller/Controller,Controller::3,True,"['.NET Runtime' 'Blazor' 'Built-in Controllers' 'Controller Customization'
 'Controllers' 'WinForms' 'Windows']",data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::2,False,['Built-in Controllers' 'Business Object' 'Controllers'],0.739140510559082,2.217421531677246,True,1144,ac,0.70-0.75
data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::2,False,['Built-in Controllers' 'Business Object' 'Controllers'],data/raw_md/apidoc/DevExpress.ExpressApp/Controller/Controller,Controller::3,True,"['.NET Runtime' 'Blazor' 'Built-in Controllers' 'Controller Customization'
 'Controllers' 'WinForms' 'Windows']",0.739140510559082,2.217421531677246,True,1144,ca,0.70-0.75
data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::2,False,"['Controller Lifecycle' 'Controller Types' 'Controllers' 'Criteria'
 'List View' 'View Controller' 'View Types' 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp.Filtering/SearchMemberOptionsAttribute/SearchMemberOptionsAttribute,SearchMemberOptionsAttribute::1,True,['Business Object' 'Criteria' 'List View' 'View Types' 'Views'],0.7391344904899597,2.217403471469879,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Filtering/SearchMemberOptionsAttribute/SearchMemberOptionsAttribute,SearchMemberOptionsAttribute::1,True,['Business Object' 'Criteria' 'List View' 'View Types' 'Views'],data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::2,False,"['Controller Lifecycle' 'Controller Types' 'Controllers' 'Criteria'
 'List View' 'View Controller' 'View Types' 'Views']",0.7391344904899597,2.217403471469879,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::1,True,['Audit Trail' 'Entity Framework Core'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::10,False,['Audit Trail' 'Blazor' 'Entity Framework Core'],0.7391214966773987,2.217364490032196,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::10,False,['Audit Trail' 'Blazor' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::1,True,['Audit Trail' 'Entity Framework Core'],0.7391214966773987,2.217364490032196,True,470,ca,0.70-0.75
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-validation-rules,test-validation-rules::3,False,['Validation'],data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::4,True,['Business Logic' 'Entity Framework Core' 'Non-persistent Object' 'XPO'],0.7390740513801575,2.2172221541404724,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::4,True,['Business Logic' 'Entity Framework Core' 'Non-persistent Object' 'XPO'],data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/test-validation-rules,test-validation-rules::3,False,['Validation'],0.7390740513801575,2.2172221541404724,True,470,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/GetStrategy,GetStrategy::3,True,['Business Logic' 'XPO'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::14,False,['Audit Trail' 'Entity Framework Core'],0.7390573620796204,2.217172086238861,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::14,False,['Audit Trail' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/GetStrategy,GetStrategy::3,True,['Business Logic' 'XPO'],0.7390573620796204,2.217172086238861,True,470,ca,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginObjectsAudit_1,BeginObjectsAudit_1::1,True,['Business Logic' 'XPO'],0.738955020904541,2.216865062713623,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginObjectsAudit_1,BeginObjectsAudit_1::1,True,['Business Logic' 'XPO'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],0.738955020904541,2.216865062713623,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.PivotGrid.Win/PivotGridListEditor/ApplyModel1150699,ApplyModel1150699::1,True,['Application Model' 'PivotGrid'],data/raw_md/articles/analytics/pivot-grid-module,pivot-grid-module::7,False,['Application Model' 'List Editors' 'Model Editor' 'PivotGrid' 'WinForms'],0.7389383316040039,2.2168149948120117,True,850,ac,0.70-0.75
data/raw_md/articles/analytics/pivot-grid-module,pivot-grid-module::7,False,['Application Model' 'List Editors' 'Model Editor' 'PivotGrid' 'WinForms'],data/raw_md/apidoc/DevExpress.ExpressApp.PivotGrid.Win/PivotGridListEditor/ApplyModel1150699,ApplyModel1150699::1,True,['Application Model' 'PivotGrid'],0.7389383316040039,2.2168149948120117,True,850,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/PopupWindowShowAction/GetPopupWindowParams1130106,GetPopupWindowParams1130106::1,True,['Action State Management' 'Actions'],data/raw_md/articles/getting-started/in-depth-tutorial-blazor/add-actions-menu-commands/add-an-action-that-displays-a-pop-up-window,add-an-action-that-displays-a-pop-up-window::1,False,[],0.7389292120933533,2.21678763628006,True,717,ac,0.70-0.75
data/raw_md/articles/getting-started/in-depth-tutorial-blazor/add-actions-menu-commands/add-an-action-that-displays-a-pop-up-window,add-an-action-that-displays-a-pop-up-window::1,False,[],data/raw_md/apidoc/DevExpress.ExpressApp.Actions/PopupWindowShowAction/GetPopupWindowParams1130106,GetPopupWindowParams1130106::1,True,['Action State Management' 'Actions'],0.7389292120933533,2.21678763628006,True,717,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors.Models/DxGridModel/ComponentInstanceCaptured,ComponentInstanceCaptured::1,True,['Blazor'],data/raw_md/articles/ui-construction/list-editors/how-to-access-list-editor-control,how-to-access-list-editor-control::6,False,"['.NET Runtime' 'Blazor' 'List View' 'Tree List' 'View Types' 'Views'
 'WinForms' 'Windows']",0.7389273047447205,2.2167819142341614,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/list-editors/how-to-access-list-editor-control,how-to-access-list-editor-control::6,False,"['.NET Runtime' 'Blazor' 'List View' 'Tree List' 'View Types' 'Views'
 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors.Models/DxGridModel/ComponentInstanceCaptured,ComponentInstanceCaptured::1,True,['Blazor'],0.7389273047447205,2.2167819142341614,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/SetupReport_1,SetupReport_1::1,True,['Criteria' 'Report Parameters' 'XPO'],data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::5,False,"['Application Model' 'Criteria' 'Detail View' 'Model Editor'
 'Popup Windows' 'Report Parameters' 'Reports' 'Reports V2' 'View Types'
 'Views' 'Windows' 'XPO']",0.7389203906059265,2.2167611718177795,True,2772,ac,0.70-0.75
data/raw_md/articles/filtering/in-reports/data-filtering-in-reports,data-filtering-in-reports::5,False,"['Application Model' 'Criteria' 'Detail View' 'Model Editor'
 'Popup Windows' 'Report Parameters' 'Reports' 'Reports V2' 'View Types'
 'Views' 'Windows' 'XPO']",data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/SetupReport_1,SetupReport_1::1,True,['Criteria' 'Report Parameters' 'XPO'],0.7389203906059265,2.2167611718177795,True,2772,ca,0.70-0.75
data/raw_md/articles/conditional-appearance/how-to-customize-the-conditional-appearance-module-behavior,how-to-customize-the-conditional-appearance-module-behavior::1,False,['Conditional Appearance'],data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceAttribute,AppearanceAttribute::1,True,['Conditional Appearance' 'Property Editors'],0.7388439774513245,2.2165319323539734,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ConditionalAppearance/AppearanceAttribute/AppearanceAttribute,AppearanceAttribute::1,True,['Conditional Appearance' 'Property Editors'],data/raw_md/articles/conditional-appearance/how-to-customize-the-conditional-appearance-module-behavior,how-to-customize-the-conditional-appearance-module-behavior::1,False,['Conditional Appearance'],0.7388439774513245,2.2165319323539734,True,1634,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::2,True,['Entity Framework Core' 'Validation'],data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::9,False,['Application Model' 'Custom Validation Rules' 'Model Editor' 'Validation'],0.7387649416923523,2.216294825077057,True,484,ac,0.70-0.75
data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::9,False,['Application Model' 'Custom Validation Rules' 'Model Editor' 'Validation'],data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::2,True,['Entity Framework Core' 'Validation'],0.7387649416923523,2.216294825077057,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::6,True,['Audit Trail' 'Entity Framework Core'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-module-ef-core,audit-trail-module-ef-core::5,False,"['.NET Runtime' 'Audit Trail' 'Blazor' 'Business Object'
 'Entity Framework Core' 'WinForms']",0.7387317419052124,2.216195225715637,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-module-ef-core,audit-trail-module-ef-core::5,False,"['.NET Runtime' 'Audit Trail' 'Blazor' 'Business Object'
 'Entity Framework Core' 'WinForms']",data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::6,True,['Audit Trail' 'Entity Framework Core'],0.7387317419052124,2.216195225715637,True,470,ca,0.70-0.75
data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::5,False,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Property Editors' 'View Items'
 'View Types' 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp/DetailViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,['View Items' 'Views'],0.7387094497680664,2.216128349304199,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/DetailViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,['View Items' 'Views'],data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::5,False,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Property Editors' 'View Items'
 'View Types' 'Views']",0.7387094497680664,2.216128349304199,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::9,False,"['Controller Customization' 'Controller Types' 'Controllers'
 'Controllers and Actions' 'View Controller' 'Window Controller']",data/raw_md/apidoc/DevExpress.ExpressApp/WindowController/#ctor1129885,#ctor1129885::1,True,['Controller Types' 'Controllers' 'View Controller'],0.7386974096298218,2.2160922288894653,True,1144,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/WindowController/#ctor1129885,#ctor1129885::1,True,['Controller Types' 'Controllers' 'View Controller'],data/raw_md/articles/ui-construction/controllers-and-actions/controllers,controllers::9,False,"['Controller Customization' 'Controller Types' 'Controllers'
 'Controllers and Actions' 'View Controller' 'Window Controller']",0.7386974096298218,2.2160922288894653,True,1144,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::12,False,['ApplicationBuilder' 'Audit Trail' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/AuditTrailServiceBase,AuditTrailServiceBase::1,True,['Audit Trail' 'Dependency Injection' 'Web API Service'],0.7385542392730713,2.215662717819214,True,470,ca,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors,property-editors::4,False,"['.NET Runtime' 'Blazor' 'Property Editor Customization'
 'Property Editor Types' 'Property Editors' 'Views' 'WinForms']",data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::6,True,"['Application Model' 'Blazor' 'Detail View' 'Model Editor'
 'Property Editor Customization' 'Property Editors' 'View Items'
 'View Types' 'Views']",0.7385489344596863,2.215646803379059,True,2772,ca,0.70-0.75
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-ef-core/add-middle-tier-to-existing-app,add-middle-tier-to-existing-app::7,False,"['ApplicationBuilder' 'Entity Framework Core' 'Middle Tier' 'WinForms'
 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_3,AddSecuredEFCore``1_3::1,True,['ApplicationBuilder' 'Object Space Provider' 'WinForms'],0.7385263442993164,2.215579032897949,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredEFCoreObjectSpaceProviderBuilderExtensions/AddSecuredEFCore``1_3,AddSecuredEFCore``1_3::1,True,['ApplicationBuilder' 'Object Space Provider' 'WinForms'],data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-ef-core/add-middle-tier-to-existing-app,add-middle-tier-to-existing-app::7,False,"['ApplicationBuilder' 'Entity Framework Core' 'Middle Tier' 'WinForms'
 'Windows']",0.7385263442993164,2.215579032897949,True,470,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::15,False,['Application Model' 'Model Differences'],data/raw_md/apidoc/DevExpress.ExpressApp.Win.SystemModule/SystemWindowsFormsModule/ConvertXml1135700,ConvertXml1135700::1,True,['Application Model' 'Model Differences'],0.7385258078575134,2.2155774235725403,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Win.SystemModule/SystemWindowsFormsModule/ConvertXml1135700,ConvertXml1135700::1,True,['Application Model' 'Model Differences'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::15,False,['Application Model' 'Model Differences'],0.7385258078575134,2.2155774235725403,True,484,ac,0.70-0.75
data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::4,False,['List View' 'List View Data Access Modes' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/FilterController/GetFullTextSearchProperties1134080,GetFullTextSearchProperties1134080::1,True,[],0.7385120391845703,2.215536117553711,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/FilterController/GetFullTextSearchProperties1134080,GetFullTextSearchProperties1134080::1,True,[],data/raw_md/articles/filtering/in-list-view/how-to-make-the-full-text-search-action-search-within-required-properties,how-to-make-the-full-text-search-action-search-within-required-properties::4,False,['List View' 'List View Data Access Modes' 'View Types' 'Views'],0.7385120391845703,2.215536117553711,True,2772,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/AuditedDbContextBuilderExtensions,AuditedDbContextBuilderExtensions::1,True,['ApplicationBuilder' 'Audit Trail' 'Business Object'],0.7384839057922363,2.215451717376709,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/AuditedDbContextBuilderExtensions,AuditedDbContextBuilderExtensions::1,True,['ApplicationBuilder' 'Audit Trail' 'Business Object'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],0.7384839057922363,2.215451717376709,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/IComplexViewItem/IComplexViewItem,IComplexViewItem::1,True,['Property Editor Customization' 'Property Editors' 'View Items' 'Views'],data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::5,False,['Blazor' 'Property Editor Customization' 'Property Editors'],0.7384492754936218,2.2153478264808655,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::5,False,['Blazor' 'Property Editor Customization' 'Property Editors'],data/raw_md/apidoc/DevExpress.ExpressApp.Editors/IComplexViewItem/IComplexViewItem,IComplexViewItem::1,True,['Property Editor Customization' 'Property Editors' 'View Items' 'Views'],0.7384492754936218,2.2153478264808655,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ExportController/ExportController,ExportController::1,True,"['Action State Management' 'Actions' 'Application Model' 'List View'
 'Lookup View' 'Model Editor' 'View Types' 'Views' 'WinForms']",data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::2,False,"['.NET Runtime' 'Action State Management' 'Actions' 'Blazor' 'List View'
 'Scheduler' 'Tree List' 'View Types' 'Views' 'WinForms']",0.738371729850769,2.215115189552307,True,2772,ac,0.70-0.75
data/raw_md/articles/shape-export-print-data/printing-exporting-in-list-view/how-to-customize-the-export-action-behavior,how-to-customize-the-export-action-behavior::2,False,"['.NET Runtime' 'Action State Management' 'Actions' 'Blazor' 'List View'
 'Scheduler' 'Tree List' 'View Types' 'Views' 'WinForms']",data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/ExportController/ExportController,ExportController::1,True,"['Action State Management' 'Actions' 'Application Model' 'List View'
 'Lookup View' 'Model Editor' 'View Types' 'Views' 'WinForms']",0.738371729850769,2.215115189552307,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/DiagnosticInfo1130014,DiagnosticInfo1130014::1,True,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Controllers and Actions' 'WinForms' 'Windows']",data/raw_md/articles/ui-construction/controllers-and-actions/determine-why-an-action-controller-or-editor-is-inactive,determine-why-an-action-controller-or-editor-is-inactive::1,False,['Application Model'],0.7383060455322266,2.2149181365966797,True,717,ac,0.70-0.75
data/raw_md/articles/ui-construction/controllers-and-actions/determine-why-an-action-controller-or-editor-is-inactive,determine-why-an-action-controller-or-editor-is-inactive::1,False,['Application Model'],data/raw_md/apidoc/DevExpress.ExpressApp.Actions/ActionBase/DiagnosticInfo1130014,DiagnosticInfo1130014::1,True,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Controllers and Actions' 'WinForms' 'Windows']",0.7383060455322266,2.2149181365966797,True,717,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Updating/IModelXmlConverter/IModelXmlConverter,IModelXmlConverter::1,True,['Application Model' 'Model Differences'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::12,False,['Application Model' 'Model Differences'],0.738250732421875,2.214752197265625,True,484,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::12,False,['Application Model' 'Model Differences'],data/raw_md/apidoc/DevExpress.ExpressApp.Updating/IModelXmlConverter/IModelXmlConverter,IModelXmlConverter::1,True,['Application Model' 'Model Differences'],0.738250732421875,2.214752197265625,True,484,ca,0.70-0.75
data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::5,False,['Application Model' 'Custom Validation Rules' 'Model Editor' 'Validation'],data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleSearchObjectProperties/RuleSearchObjectProperties,RuleSearchObjectProperties::1,True,['Application Model' 'Custom Validation Rules' 'Validation'],0.7382405996322632,2.2147217988967896,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleSearchObjectProperties/RuleSearchObjectProperties,RuleSearchObjectProperties::1,True,['Application Model' 'Custom Validation Rules' 'Validation'],data/raw_md/articles/validation/implement-custom-rules,implement-custom-rules::5,False,['Application Model' 'Custom Validation Rules' 'Model Editor' 'Validation'],0.7382405996322632,2.2147217988967896,True,484,ac,0.70-0.75
data/raw_md/articles/app-shell-and-base-infrastructure/tree-list-editors/display-a-tree-list-with-flat-data-objects-asp-net-core-blazor,display-a-tree-list-with-flat-data-objects-asp-net-core-blazor::7,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Business Object'
 'Database Update' 'Entity Framework Core' 'List View' 'Model Editor'
 'Tree List' 'View Types' 'Views' 'XPO']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxTreeListEditor/TreeListCommandActionColumnModels,TreeListCommandActionColumnModels::1,True,['Blazor'],0.7381270527839661,2.214381158351898,True,2772,ca,0.70-0.75
