doc_id,section_id,is_api,platforms,connections,concepts
data/raw_md/articles/data-security-and-safety/security-system/authorization-and-data-protection/prevent-deletion-and-update-of-administrative-users-and-roles,prevent-deletion-and-update-of-administrative-users-and-roles::4,False,[],10,"['Application Model' 'Conditional Appearance' 'Criteria' 'Detail View'
 'Model Editor' 'View Types' 'Views']"
data/raw_md/articles/data-security-and-safety/security-system/authorization-and-data-protection/prevent-deletion-and-update-of-administrative-users-and-roles,prevent-deletion-and-update-of-administrative-users-and-roles::5,False,[],17,"['Application Model' 'Criteria' 'Detail View' 'Model Editor' 'View Types'
 'Views']"
data/raw_md/articles/data-security-and-safety/security-system/authorization-and-data-protection/prevent-deletion-and-update-of-administrative-users-and-roles,prevent-deletion-and-update-of-administrative-users-and-roles::6,False,[],8,['Criteria']
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/permission-policy,permission-policy::2,False,[],24,"['Authorization' 'Business Object' 'Criteria' 'Entity Framework Core'
 'Permission Policies' 'Template Kit' 'XPO']"
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/predefined-users-roles-and-permissions,predefined-users-roles-and-permissions::16,False,[],15,['Authorization' 'Business Object' 'Criteria']
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/predefined-users-roles-and-permissions,predefined-users-roles-and-permissions::18,False,[],15,['Authorization' 'Business Object' 'Criteria']
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/predefined-users-roles-and-permissions,predefined-users-roles-and-permissions::19,False,[],19,['Criteria']
data/raw_md/articles/data-security-and-safety/security-system/security-object-model/type-object-and-member-permissions,type-object-and-member-permissions::11,False,[],10,"['Action State Management' 'Actions' 'Application Model'
 'Built-in Actions' 'Conditional Appearance' 'Criteria' 'Detail View'
 'Model Editor' 'Permission Policies' 'State Machine' 'View Types' 'Views']"
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/2-tier-security-integrated-mode-and-ui-level,2-tier-security-integrated-mode-and-ui-level::4,False,[],23,['Criteria' 'Entity Framework Core' 'XPO']
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/2-tier-security-integrated-mode-and-ui-level,2-tier-security-integrated-mode-and-ui-level::7,False,[],27,['Criteria' 'Entity Framework Core' 'Web API Service' 'XPO']
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/2-tier-security-integrated-mode-and-ui-level,2-tier-security-integrated-mode-and-ui-level::11,False,[],16,['Blazor' 'Criteria' 'Entity Framework Core' 'List Editors' 'XPO']
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-xpo,middle-tier-security-xpo::4,False,[],8,['Business Logic' 'Criteria' 'Middle Tier' 'XPO']
