doc_id,keywords,keyword_count,has_deployment_tag,current_concepts,namespaces,apis
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/SecuredObjectSpaceProviderBuilderExtensions/AddSecuredXpo``1,applicationbuilder,1,False,".NET Runtime, Actions, Blazor UI, Object Space",,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderServiceBasedBuilder, DevExpress.ExpressApp.ApplicationBuilder.SecuredObjectSpaceProviderBuilderExtensions.AddSecuredXpo0, DevExpress.ExpressApp.ApplicationBuilder.SecuredXPObjectSpaceProviderOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/ChartsApplicationBuilderExtensions/AddCharts,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.ChartsApplicationBuilderExtensions.AddCharts, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/DashboardsApplicationBuilderExtensions/AddDashboards,applicationbuilder,1,False,"Actions, Dashboards",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Dashboards.Win.DashboardsOptions, DevExpress.ExpressApp.Win.ApplicationBuilder.DashboardsApplicationBuilderExtensions.AddDashboards"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/EFCoreMiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,"Actions, Entity Framework Core, Security System",,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreMiddleTierSecurityOptions, DevExpress.ExpressApp.Security.SecurityModuleOptions, DevExpress.ExpressApp.Win.ApplicationBuilder.EFCoreMiddleTierSecurityExtensions.UseMiddleTierMode"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/EFCoreMiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/FileAttachmentsApplicationBuilderExtensions/AddFileAttachments,applicationbuilder,1,False,Actions,,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.FileAttachments.Win.FileAttachmentsOptions, DevExpress.ExpressApp.Win.ApplicationBuilder.FileAttachmentsApplicationBuilderExtensions.AddFileAttachments"
data/raw_md/apidoc/DevExpress.ExpressApp.Xpo/XPObjectSpaceProvider/ConnectionString1189064,connectionstring,1,False,"Database Connection, Object Space, XPO",,"DevExpress.ExpressApp.Xpo.XPObjectSpaceProvider.ConnectionStringname, Xpo"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinApplicationBuilder/IWinApplicationBuilder,applicationbuilder,1,False,"Modules, Security System, WinForms",,"DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder._membersaltText, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuildername"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinApplicationBuilder/ObjectSpaceProviders,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder.ObjectSpaceProvidersname"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinApplicationBuilder/ObjectSpaceProviders,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinApplicationBuilder/Security,applicationbuilder,1,False,Security System,,"DevExpress.ExpressApp.Win.ApplicationBuilder.IWinApplicationBuilder.Securityname, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinApplicationBuilder/Security,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder, PermissionPolicyRole"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinAuthenticationBuilder/IWinAuthenticationBuilder,applicationbuilder,1,False,"Security System, WinForms",,"DevExpress.ExpressApp.Win.ApplicationBuilder.IWinAuthenticationBuilder._membersaltText, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinAuthenticationBuildername"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinSecurityBuilder/UseIntegratedMode,applicationbuilder,1,False,"Actions, Security System",,"DevExpress.ExpressApp.Security.SecurityModuleOptions, DevExpress.ExpressApp.Security.SecurityOptions, DevExpress.ExpressApp.Win.ApplicationBuilder.IWinAuthenticationBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/IWinSecurityBuilder/UseIntegratedMode,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder, PermissionPolicyRole"
data/raw_md/apidoc/DevExpress.ExpressApp.Win.ApplicationBuilder/AuditTrailXpoApplicationBuilderExtensions/AddAuditTrailXpo``1,applicationbuilder,1,False,"Actions, Audit Trail, XPO",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.AuditTrail.AuditTrailOptions, DevExpress.ExpressApp.Win.ApplicationBuilder.AuditTrailXpoApplicationBuilderExtensions.AddAuditTrailXpo0"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/XPObjectSpaceProviderOptions/CustomCreateObjectSpaceProvider,applicationbuilder,1,False,"Blazor UI, Object Space, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.XPObjectSpaceProviderOptions.CustomCreateObjectSpaceProvidername, DevExpress.ExpressApp.CustomCreateObjectSpaceProviderContext, DevExpress.ExpressApp.IObjectSpaceProvider"
